Time	EMG	Muscle Force
16.548	0.434543	0.217236
16.549	0.0101462	0.217236
16.55	-0.329037	0.217617
16.551	-0.458792	0.217236
16.552	-0.367303	0.217236
16.553	-0.162925	0.217617
16.554	-0.106083	0.217617
16.555	-0.386345	0.217236
16.556	0.786482	0.217236
16.557	1.46319	0.217617
16.558	0.563584	0.217617
16.559	-1.01113	0.217617
16.56	-1.85546	0.217617
16.561	-0.481297	0.217236
16.562	0.659698	0.217236
16.563	0.834107	0.217236
16.564	0.593253	0.217617
16.565	0.249967	0.217236
16.566	-0.13294	0.217617
16.567	-0.364985	0.217617
16.568	-0.420507	0.217617
16.569	-0.296668	0.217617
16.57	-0.105375	0.217617
16.571	-0.271798	0.217236
16.572	-0.105325	0.217617
16.573	1.1503	0.217236
16.574	1.41836	0.217617
16.575	0.0509864	0.217617
16.576	-1.45449	0.217617
16.577	-1.76434	0.217617
16.578	0.0155359	0.217617
16.579	0.785958	0.217617
16.58	0.848641	0.217617
16.581	0.552926	0.217617
16.582	0.140012	0.217617
16.583	-0.213458	0.217617
16.584	-0.438311	0.217236
16.585	-0.455451	0.217617
16.586	-0.270173	0.217236
16.587	-0.0427568	0.217617
16.588	-0.363306	0.217236
16.589	0.335889	0.217617
16.59	1.37252	0.217617
16.591	1.09709	0.217236
16.592	-0.522561	0.217236
16.593	-1.78391	0.217617
16.594	-1.22455	0.217236
16.595	0.450672	0.217617
16.596	0.84863	0.217236
16.597	0.721328	0.217236
16.598	0.398921	0.217617
16.599	0.0370255	0.217236
16.6	-0.285149	0.217236
16.601	-0.454534	0.217236
16.602	-0.392691	0.217236
16.603	-0.199278	0.217236
16.604	-0.115971	0.217236
16.605	-0.374213	0.217236
16.606	0.75442	0.217236
16.607	1.51044	0.217236
16.608	0.70663	0.217236
16.609	-1.01303	0.217236
16.61	-1.9846	0.217236
16.611	-0.615393	0.217236
16.612	0.691332	0.217236
16.613	0.892437	0.217236
16.614	0.671991	0.217617
16.615	0.264165	0.217236
16.616	-0.14425	0.217236
16.617	-0.385559	0.217617
16.618	-0.440649	0.217236
16.619	-0.317226	0.217236
16.62	-0.0939569	0.217236
16.621	-0.217219	0.217617
16.622	-0.151083	0.217236
16.623	1.11003	0.217236
16.624	1.41459	0.217236
16.625	0.0770819	0.217236
16.626	-1.42085	0.217236
16.627	-1.79475	0.217236
16.628	0.00191761	0.217617
16.629	0.845968	0.217617
16.63	0.946814	0.217617
16.631	0.643104	0.217236
16.632	0.0974407	0.217236
16.633	-0.447469	0.217617
16.634	-0.690408	0.217617
16.635	-0.598062	0.217617
16.636	-0.236038	0.217617
16.637	0.259355	0.217617
16.638	0.212827	0.217617
16.639	1.21427	0.217617
16.64	1.08626	0.217617
16.641	-0.464947	0.217617
16.642	-1.76006	0.217236
16.643	-1.33613	0.217617
16.644	0.421237	0.217617
16.645	0.892673	0.217617
16.646	0.827713	0.217617
16.647	0.484592	0.217617
16.648	0.0354869	0.217617
16.649	-0.383143	0.217617
16.65	-0.591528	0.217617
16.651	-0.410599	0.217617
16.652	-0.106786	0.217617
16.653	0.000678096	0.217617
16.654	-0.375029	0.217617
16.655	0.637488	0.217617
16.656	1.4397	0.217617
16.657	0.747432	0.217617
16.658	-0.884156	0.217617
16.659	-1.91748	0.217617
16.66	-0.72681	0.217617
16.661	0.624462	0.217617
16.662	0.865114	0.217617
16.663	0.672751	0.217617
16.664	0.283624	0.217617
16.665	-0.0749197	0.217617
16.666	-0.319585	0.217617
16.667	-0.439489	0.217617
16.668	-0.352338	0.217617
16.669	-0.181305	0.217617
16.67	-0.229948	0.217617
16.671	-0.2018	0.217617
16.672	1.0684	0.217236
16.673	1.51364	0.217617
16.674	0.29161	0.217617
16.675	-1.33258	0.217617
16.676	-1.90979	0.217617
16.677	-0.213952	0.217617
16.678	0.706357	0.217617
16.679	0.883269	0.217617
16.68	0.677028	0.217617
16.681	0.261784	0.217617
16.682	-0.179346	0.217617
16.683	-0.487516	0.217617
16.684	-0.544254	0.217617
16.685	-0.338564	0.217617
16.686	-0.044321	0.217617
16.687	-0.25929	0.217617
16.688	0.273534	0.217617
16.689	1.33899	0.217617
16.69	1.17182	0.217617
16.691	-0.400544	0.217617
16.692	-1.73682	0.217617
16.693	-1.41787	0.217617
16.694	0.362865	0.217617
16.695	0.848476	0.217617
16.696	0.793795	0.217617
16.697	0.453545	0.217617
16.698	0.0336552	0.217617
16.699	-0.28911	0.217617
16.7	-0.4277	0.217617
16.701	-0.395363	0.217617
16.702	-0.230077	0.217617
16.703	-0.0791912	0.217617
16.704	-0.414065	0.217617
16.705	0.599208	0.217617
16.706	1.49268	0.217617
16.707	0.876817	0.217617
16.708	-0.839458	0.217617
16.709	-1.92371	0.217617
16.71	-0.851477	0.217617
16.711	0.570281	0.217617
16.712	0.861562	0.217617
16.713	0.72801	0.217617
16.714	0.337564	0.217617
16.715	-0.0588374	0.217617
16.716	-0.346012	0.217617
16.717	-0.480646	0.217617
16.718	-0.375849	0.217617
16.719	-0.144145	0.217617
16.72	-0.136298	0.217617
16.721	-0.231541	0.217617
16.722	0.977992	0.217617
16.723	1.44953	0.217617
16.724	0.323089	0.217617
16.725	-1.24975	0.217617
16.726	-1.88152	0.217617
16.727	-0.22304	0.217617
16.728	0.739945	0.217617
16.729	0.870918	0.217617
16.73	0.600712	0.217617
16.731	0.168819	0.217617
16.732	-0.178114	0.217617
16.733	-0.412063	0.217617
16.734	-0.454569	0.217617
16.735	-0.274366	0.217617
16.736	-0.0442386	0.217617
16.737	-0.312893	0.217617
16.738	0.0760874	0.217617
16.739	1.26402	0.217617
16.74	1.30478	0.217617
16.741	-0.21751	0.217617
16.742	-1.64344	0.217617
16.743	-1.54842	0.217617
16.744	0.221954	0.217617
16.745	0.778026	0.217617
16.746	0.821389	0.217617
16.747	0.553242	0.217617
16.748	0.132024	0.217617
16.749	-0.252661	0.217617
16.75	-0.479016	0.217617
16.751	-0.475853	0.217617
16.752	-0.285847	0.217617
16.753	-0.0604379	0.217617
16.754	-0.359607	0.217617
16.755	0.55152	0.217617
16.756	1.45985	0.217617
16.757	0.940235	0.217617
16.758	-0.740754	0.217617
16.759	-1.90467	0.217617
16.76	-0.957898	0.217617
16.761	0.537127	0.217617
16.762	0.862189	0.217617
16.763	0.742124	0.217617
16.764	0.348839	0.217617
16.765	-0.0672973	0.217617
16.766	-0.328694	0.217617
16.767	-0.464633	0.217617
16.768	-0.389774	0.217617
16.769	-0.155073	0.217617
16.77	-0.102428	0.217617
16.771	-0.27338	0.217617
16.772	0.941079	0.217617
16.773	1.48579	0.217617
16.774	0.400837	0.217617
16.775	-1.23197	0.217617
16.776	-1.94055	0.217617
16.777	-0.303974	0.217617
16.778	0.72665	0.217617
16.779	0.884764	0.217617
16.78	0.663346	0.217617
16.781	0.21881	0.217617
16.782	-0.193241	0.217617
16.783	-0.435654	0.217617
16.784	-0.462013	0.217617
16.785	-0.288113	0.217617
16.786	-0.05063	0.217617
16.787	-0.264621	0.217617
16.788	0.0139286	0.217617
16.789	1.2125	0.217617
16.79	1.30539	0.217617
16.791	-0.128816	0.217617
16.792	-1.55237	0.217617
16.793	-1.61906	0.217617
16.794	0.185866	0.217617
16.795	0.812086	0.217617
16.796	0.8152	0.217617
16.797	0.511856	0.217617
16.798	0.0920562	0.217617
16.799	-0.269907	0.217617
16.8	-0.447213	0.217617
16.801	-0.414588	0.217617
16.802	-0.25341	0.217617
16.803	-0.0471787	0.217617
16.804	-0.38077	0.217617
16.805	0.472606	0.217617
16.806	1.4106	0.217617
16.807	0.992561	0.217617
16.808	-0.644909	0.217617
16.809	-1.84128	0.217236
16.81	-1.08258	0.217236
16.811	0.480251	0.217236
16.812	0.836559	0.217236
16.813	0.741091	0.217236
16.814	0.398653	0.217236
16.815	0.00105373	0.217617
16.816	-0.302146	0.217236
16.817	-0.448198	0.217617
16.818	-0.399973	0.217236
16.819	-0.207717	0.217617
16.82	-0.116518	0.217236
16.821	-0.32453	0.217617
16.822	0.84077	0.217617
16.823	1.48874	0.217617
16.824	0.548322	0.217236
16.825	-1.07606	0.217236
16.826	-1.92915	0.217236
16.827	-0.444498	0.217236
16.828	0.655852	0.217236
16.829	0.832599	0.217236
16.83	0.662393	0.217236
16.831	0.280837	0.217236
16.832	-0.122298	0.217236
16.833	-0.393376	0.217236
16.834	-0.474503	0.217236
16.835	-0.333146	0.217236
16.836	-0.108913	0.217236
16.837	-0.2544	0.217236
16.838	-0.0314617	0.217236
16.839	1.16777	0.217617
16.84	1.38492	0.217236
16.841	0.0157596	0.217236
16.842	-1.48915	0.217236
16.843	-1.71393	0.217236
16.844	0.0851924	0.217617
16.845	0.76689	0.217617
16.846	0.783729	0.217236
16.847	0.504185	0.217236
16.848	0.152624	0.217236
16.849	-0.173194	0.217236
16.85	-0.387334	0.217617
16.851	-0.437156	0.217236
16.852	-0.30385	0.217236
16.853	-0.0572303	0.217617
16.854	-0.391017	0.217617
16.855	0.328757	0.217236
16.856	1.39107	0.217617
16.857	1.11273	0.217236
16.858	-0.538455	0.217236
16.859	-1.80779	0.217617
16.86	-1.18051	0.217617
16.861	0.449034	0.217617
16.862	0.843785	0.217617
16.863	0.751793	0.217617
16.864	0.400527	0.217617
16.865	0.00345	0.217617
16.866	-0.318922	0.217617
16.867	-0.467192	0.217236
16.868	-0.384931	0.217617
16.869	-0.187934	0.217617
16.87	-0.0934752	0.217617
16.871	-0.353006	0.217236
16.872	0.790132	0.217617
16.873	1.52242	0.217236
16.874	0.62755	0.217236
16.875	-1.0635	0.217236
16.876	-1.97828	0.217617
16.877	-0.539899	0.217236
16.878	0.692223	0.217617
16.879	0.893847	0.217617
16.88	0.631937	0.217236
16.881	0.230895	0.217617
16.882	-0.110502	0.217236
16.883	-0.364563	0.217617
16.884	-0.427495	0.217617
16.885	-0.297422	0.217617
16.886	-0.101359	0.217617
16.887	-0.244989	0.217617
16.888	-0.158038	0.217617
16.889	1.09033	0.217236
16.89	1.38617	0.217617
16.891	0.0802917	0.217236
16.892	-1.39618	0.217617
16.893	-1.68416	0.217236
16.894	0.0900066	0.217236
16.895	0.769465	0.217236
16.896	0.711407	0.217236
16.897	0.439121	0.217236
16.898	0.146706	0.217236
16.899	-0.144397	0.217236
16.9	-0.357198	0.217236
16.901	-0.411342	0.217236
16.902	-0.274102	0.217236
16.903	-0.102583	0.217236
16.904	-0.394022	0.217236
16.905	0.295664	0.217236
16.906	1.37275	0.217236
16.907	1.15643	0.217236
16.908	-0.454256	0.217236
16.909	-1.77683	0.217236
16.91	-1.31471	0.217236
16.911	0.409838	0.217236
16.912	0.871365	0.217236
16.913	0.765203	0.217236
16.914	0.388297	0.217236
16.915	-0.000591702	0.217236
16.916	-0.254082	0.217236
16.917	-0.398245	0.217236
16.918	-0.398874	0.217236
16.919	-0.257073	0.217236
16.92	-0.10874	0.217236
16.921	-0.370825	0.217617
16.922	0.709895	0.217236
16.923	1.49899	0.217236
16.924	0.754112	0.217236
16.925	-0.934239	0.217236
16.926	-1.94785	0.217236
16.927	-0.678739	0.217236
16.928	0.592912	0.217617
16.929	0.836315	0.217236
16.93	0.685066	0.217617
16.931	0.347514	0.217236
16.932	-0.0410125	0.217617
16.933	-0.364283	0.217617
16.934	-0.511803	0.217617
16.935	-0.390796	0.217617
16.936	-0.102353	0.217617
16.937	-0.173497	0.217617
16.938	-0.163507	0.217617
16.939	1.06322	0.217617
16.94	1.41252	0.217617
16.941	0.17487	0.217617
16.942	-1.35051	0.217617
16.943	-1.80962	0.217617
16.944	-0.0455444	0.217617
16.945	0.782662	0.217617
16.946	0.825797	0.217617
16.947	0.523906	0.217617
16.948	0.121171	0.217617
16.949	-0.213338	0.217617
16.95	-0.387104	0.217617
16.951	-0.385209	0.217617
16.952	-0.240802	0.217617
16.953	-0.0500642	0.217617
16.954	-0.406785	0.217617
16.955	0.152886	0.217617
16.956	1.33279	0.217617
16.957	1.21879	0.217617
16.958	-0.340936	0.217617
16.959	-1.6794	0.217617
16.96	-1.39831	0.217617
16.961	0.339266	0.217617
16.962	0.820516	0.217617
16.963	0.748732	0.217617
16.964	0.420289	0.217617
16.965	0.0588168	0.217617
16.966	-0.245234	0.217617
16.967	-0.413493	0.217617
16.968	-0.391557	0.217617
16.969	-0.24168	0.217617
16.97	-0.109089	0.217617
16.971	-0.421118	0.217617
16.972	0.640902	0.217617
16.973	1.50676	0.217617
16.974	0.817072	0.217617
16.975	-0.857744	0.217617
16.976	-1.8995	0.217617
16.977	-0.772705	0.217617
16.978	0.577555	0.217617
16.979	0.806138	0.217617
16.98	0.677846	0.217617
16.981	0.356733	0.217617
16.982	-0.0613219	0.217617
16.983	-0.349364	0.217617
16.984	-0.435328	0.217617
16.985	-0.360981	0.217617
16.986	-0.153468	0.217617
16.987	-0.152165	0.217617
16.988	-0.212771	0.217617
16.989	0.954973	0.217617
16.99	1.40104	0.217617
16.991	0.332101	0.217617
16.992	-1.212	0.217617
16.993	-1.86345	0.217617
16.994	-0.204318	0.217617
16.995	0.720988	0.217617
16.996	0.82455	0.217617
16.997	0.572801	0.217617
16.998	0.207413	0.217617
16.999	-0.137478	0.217617
17	-0.392501	0.217617
17.001	-0.439151	0.217617
17.002	-0.318847	0.217617
17.003	-0.0874717	0.217617
17.004	-0.326551	0.217617
17.005	0.101196	0.217617
17.006	1.27386	0.217617
17.007	1.291	0.217617
17.008	-0.222858	0.217617
17.009	-1.64658	0.217617
17.01	-1.49909	0.217617
17.011	0.28467	0.217617
17.012	0.793127	0.217617
17.013	0.775387	0.217617
17.014	0.484414	0.217617
17.015	0.0655541	0.217617
17.016	-0.284675	0.217617
17.017	-0.435796	0.217617
17.018	-0.422	0.217617
17.019	-0.24144	0.217617
17.02	-0.0118163	0.217617
17.021	-0.350833	0.217617
17.022	0.554396	0.217617
17.023	1.39907	0.217617
17.024	0.877149	0.217617
17.025	-0.773793	0.217617
17.026	-1.91605	0.217617
17.027	-0.918889	0.217617
17.028	0.58998	0.217617
17.029	0.8886	0.217617
17.03	0.717885	0.217617
17.031	0.332787	0.217617
17.032	-0.0334413	0.217617
17.033	-0.309738	0.217617
17.034	-0.468143	0.217617
17.035	-0.447939	0.217617
17.036	-0.2109	0.217617
17.037	-0.0929008	0.217617
17.038	-0.219236	0.217617
17.039	0.94646	0.217617
17.04	1.47819	0.217617
17.041	0.430201	0.217617
17.042	-1.20998	0.217617
17.043	-1.96797	0.217617
17.044	-0.333578	0.217617
17.045	0.742138	0.217617
17.046	0.872673	0.217617
17.047	0.62495	0.217617
17.048	0.256673	0.217617
17.049	-0.149881	0.217617
17.05	-0.469319	0.217617
17.051	-0.470516	0.217617
17.052	-0.275626	0.217617
17.053	-0.0385418	0.217617
17.054	-0.265938	0.217617
17.055	0.0152364	0.217617
17.056	1.183	0.217617
17.057	1.28998	0.217617
17.058	-0.126437	0.217617
17.059	-1.52561	0.217617
17.06	-1.5757	0.217617
17.061	0.173018	0.217617
17.062	0.79183	0.217617
17.063	0.79351	0.217617
17.064	0.509734	0.217617
17.065	0.105266	0.217617
17.066	-0.270005	0.217617
17.067	-0.454546	0.217617
17.068	-0.414723	0.217617
17.069	-0.241684	0.217617
17.07	-0.0277584	0.217617
17.071	-0.374599	0.217617
17.072	0.458511	0.217617
17.073	1.39963	0.217617
17.074	0.972986	0.217617
17.075	-0.671153	0.217617
17.076	-1.8563	0.217236
17.077	-1.04515	0.217617
17.078	0.52506	0.217617
17.079	0.863466	0.217617
17.08	0.761901	0.217617
17.081	0.377041	0.217617
17.082	-0.0609939	0.217236
17.083	-0.370106	0.217617
17.084	-0.467912	0.217617
17.085	-0.344364	0.217617
17.086	-0.140743	0.217236
17.087	-0.0855432	0.217617
17.088	-0.33004	0.217617
17.089	0.828273	0.217617
17.09	1.46292	0.217617
17.091	0.50598	0.217617
17.092	-1.09904	0.217617
17.093	-1.91069	0.217617
17.094	-0.411787	0.217617
17.095	0.686495	0.217617
17.096	0.86017	0.217617
17.097	0.620781	0.217617
17.098	0.22169	0.217617
17.099	-0.138909	0.217617
17.1	-0.36142	0.217617
17.101	-0.430714	0.217617
17.102	-0.318135	0.217617
17.103	-0.0780401	0.217617
17.104	-0.24844	0.217617
17.105	-0.0856428	0.217617
17.106	1.1104	0.217617
17.107	1.35852	0.217617
17.108	0.0147111	0.217617
17.109	-1.45993	0.217617
17.11	-1.68528	0.217617
17.111	0.148245	0.217617
17.112	0.817078	0.217617
17.113	0.789325	0.217617
17.114	0.462916	0.217617
17.115	0.0693883	0.217617
17.116	-0.264134	0.217617
17.117	-0.420483	0.217617
17.118	-0.380659	0.217617
17.119	-0.197131	0.217617
17.12	0.0274194	0.217617
17.121	-0.377171	0.217617
17.122	0.304674	0.217617
17.123	1.29702	0.217617
17.124	1.06178	0.217617
17.125	-0.548995	0.217617
17.126	-1.79237	0.217617
17.127	-1.13954	0.217617
17.128	0.479598	0.217617
17.129	0.84539	0.217617
17.13	0.755745	0.217617
17.131	0.395334	0.217617
17.132	-0.0175945	0.217617
17.133	-0.348029	0.217236
17.134	-0.493659	0.217617
17.135	-0.370322	0.217617
17.136	-0.130316	0.217617
17.137	-0.0372375	0.217617
17.138	-0.335967	0.217617
17.139	0.760846	0.217617
17.14	1.40107	0.217617
17.141	0.549109	0.217617
17.142	-1.01757	0.217617
17.143	-1.87702	0.217617
17.144	-0.49453	0.217617
17.145	0.668068	0.217617
17.146	0.860354	0.217617
17.147	0.670502	0.217617
17.148	0.260131	0.217617
17.149	-0.148968	0.217617
17.15	-0.401626	0.217617
17.151	-0.46319	0.217617
17.152	-0.337306	0.217617
17.153	-0.10702	0.217617
17.154	-0.189305	0.217617
17.155	-0.085359	0.217617
17.156	1.11959	0.217617
17.157	1.3855	0.217617
17.158	0.0733227	0.217617
17.159	-1.40234	0.217617
17.16	-1.75361	0.217617
17.161	-0.0173839	0.217617
17.162	0.726875	0.217617
17.163	0.829938	0.217617
17.164	0.568513	0.217617
17.165	0.158771	0.217617
17.166	-0.185378	0.217617
17.167	-0.40229	0.217617
17.168	-0.432546	0.217617
17.169	-0.30906	0.217617
17.17	-0.0955193	0.217617
17.171	-0.362503	0.217617
17.172	0.30999	0.217617
17.173	1.36654	0.217617
17.174	1.15915	0.217617
17.175	-0.457418	0.217617
17.176	-1.77444	0.217617
17.177	-1.28438	0.217617
17.178	0.404913	0.217617
17.179	0.813338	0.217617
17.18	0.73989	0.217617
17.181	0.440586	0.217617
17.182	0.0436568	0.217617
17.183	-0.252128	0.217617
17.184	-0.402157	0.217617
17.185	-0.433666	0.217236
17.186	-0.313765	0.217617
17.187	-0.125377	0.217617
17.188	-0.299554	0.217617
17.189	0.785355	0.217617
17.19	1.49612	0.217617
17.191	0.695485	0.217617
17.192	-0.999207	0.217617
17.193	-1.9631	0.217617
17.194	-0.629645	0.217617
17.195	0.644326	0.217617
17.196	0.858959	0.217617
17.197	0.674433	0.217617
17.198	0.297325	0.217617
17.199	-0.0892457	0.217617
17.2	-0.355933	0.217617
17.201	-0.456643	0.217617
17.202	-0.360676	0.217617
17.203	-0.140728	0.217617
17.204	-0.215651	0.217617
17.205	-0.172506	0.217617
17.206	1.09747	0.217617
17.207	1.47687	0.217617
17.208	0.191782	0.217617
17.209	-1.3747	0.217617
17.21	-1.8483	0.217617
17.211	-0.0968328	0.217617
17.212	0.734165	0.217617
17.213	0.816317	0.217617
17.214	0.596775	0.217617
17.215	0.236591	0.217617
17.216	-0.157384	0.217617
17.217	-0.43314	0.217617
17.218	-0.475847	0.217617
17.219	-0.341161	0.217617
17.22	-0.0984624	0.217617
17.221	-0.338618	0.217617
17.222	0.248556	0.217617
17.223	1.37847	0.217617
17.224	1.24684	0.217617
17.225	-0.332696	0.217617
17.226	-1.73106	0.217617
17.227	-1.51316	0.217617
17.228	0.255618	0.217617
17.229	0.838725	0.217617
17.23	0.875828	0.217617
17.231	0.562325	0.217617
17.232	0.0591565	0.217617
17.233	-0.326568	0.217617
17.234	-0.51174	0.217617
